region,Code,Animal-based energy,Bio-remediation,Buffering and attenuation of mass flows,Climate regulation,Dilution by atmosphere and ecosystems,Disease control,Fibres and other materials,Filtration,Flood and storm protection,Genetic materials,Ground water,Maintain nursery habitats,Mass stabilisation and erosion control,Mediation of sensory impacts,Pest control,Pollination,Soil quality,Surface water,Ventilation,Water flow maintenance,Water quality
BR,J,0.009749176814896,0.1357994585407928,0.0230528151942925,0.220346982155233,0.085831632283869,0.0104476305157588,0.0485144360165239,0.1165610777881597,0.2619876320526537,0.0040395826537912,0.2535144015418615,4.7961832210709095e-05,0.3071059968234107,0.1079163552778922,0.014844240897225,0.0088382296408976,0.029360972018324,0.2577335374953544,0.0404092695557022,0.1654399889434135,0.1329898975108503
BR,K,0.0011248205917124,0.1292803838704744,0.0087340363475167,0.0958404778273216,0.0242267480393346,0.0013145625284697,0.0073584871929781,0.0346998455607937,0.1143662397456133,0.0010426517610562,0.0896273986495418,1.85845742437123e-05,0.3703644737032562,0.0368670508900147,0.0057500442566221,0.0010837744565572,0.0128374330311427,0.094123756248188,0.0120442849632436,0.049556421627847,0.0406344471215945
BR,L,0.0025070352599615,0.1282410852493365,0.0039691865176806,0.2089086856279355,0.0488796634525491,0.0028144674073744,0.0071082925866091,0.1065158529176525,0.2317832370452594,0.0019035402691605,0.2652313835359721,2.416152623032109e-05,0.2511113873031056,0.1549620026006803,0.0344094281128297,0.0024260896631517,0.0663511211539002,0.2741540020994685,0.0467524460216562,0.1760103973274578,0.0682303708522605
BR,M,0.0020983077856935,0.1430749918439343,0.0117379789987883,0.1409754355943606,0.0454463696590217,0.0024016845569147,0.0157749301877453,0.0762801549377573,0.191632898611499,0.001925019723209,0.1974026079408984,2.688717778846049e-05,0.3243230040775229,0.0893513129308185,0.0112048784151758,0.0020918449606385,0.0224017690801397,0.2087061760769086,0.0283148644595405,0.103021499397185,0.0885014911071135
BR,N,0.0018810821385658,0.1357065021938826,0.0060026330168651,0.2017897977436726,0.0608078199539924,0.0022274642203473,0.0080595275628382,0.0930986346376412,0.28105319482115,0.001975643117165,0.2632612214976954,2.6783851360204575e-05,0.3469737171768218,0.0776340979267464,0.0095874358213249,0.0019139125948575,0.0182498626959561,0.263748620705784,0.0314733138562182,0.1506774523127347,0.1512037265789859
BR,O,0.0029372412538315,0.1436160595507281,0.0093426933730438,0.1167635043907652,0.0335350767122997,0.0036729672763047,0.0121945007996444,0.068359810039382,0.1516984232514599,0.0025755956777686,0.1648280004567592,4.664100739638854e-05,0.3372575134954642,0.0683873417807323,0.0132239288246002,0.0030375267202121,0.0246478573176784,0.1747527613427409,0.0209627759233366,0.0815763550324752,0.0680431867740124
BR,P,0.008881679533972,0.1519180762589675,0.0170913801384147,0.1840849505692119,0.0723646392960162,0.0116647409704595,0.0134213660457507,0.1225058627621892,0.2391537297791402,0.0075316327255449,0.267472676050673,0.0001656651359027,0.3373953693390096,0.1178580865487906,0.0324088825347489,0.0093911717506829,0.0560563193727285,0.2747768079559748,0.0394466711082028,0.1776777626554003,0.1192798912760422
BR,Q,0.0071317533757434,0.1436891949039039,0.0113886356688016,0.167206199879882,0.0636064561024711,0.0084382806344356,0.0217988650956751,0.0868780531185567,0.2142654150734959,0.0077380547542134,0.2246346521292466,6.700301822829341e-05,0.3110103942987784,0.081248924778341,0.0163655907382487,0.0072715065060639,0.0252483658151675,0.2298079918193234,0.0364968663748109,0.1325662120483614,0.112583262357791
BR,R,0.0020967537306212,0.0691603639609646,0.0507170495763518,0.1664848856760581,0.0260871466775365,0.0034703692616724,0.0070680381857826,0.0704074544094655,0.237012634302529,0.0027768662723557,0.1266441239430579,9.978085183085162e-05,0.2091197882818745,0.0325121919576688,0.00778394522363,0.0023855639484235,0.0471432748940777,0.1298994611935827,0.0120924358986633,0.0526587129273834,0.0824846913768442
BR,S,0.0102459461960127,0.157360640627853,0.0378637823811089,0.2228069744902543,0.1541650048357997,0.0172303936268749,0.0273457471699105,0.1009613173417599,0.2848754808567074,0.0104697898584345,0.358128247033715,0.0001150609489678,0.419981516024993,0.1238255038715106,0.0216678533678452,0.0118611160010456,0.0437772096496044,0.3654897671504616,0.0489379159263165,0.2961794195837359,0.1389860543844741
BR,T,0.0016721444065548,0.064027919854632,0.073546272015251,0.1976371414985418,0.0245678006372273,0.0025969608106221,0.0059755415119123,0.0448776240264871,0.2949715660716739,0.0023992202522541,0.118798148008555,8.922743644206713e-05,0.1998801969960242,0.0288502110596774,0.0058009668847681,0.0018609752707543,0.0621222414544614,0.1188190638187286,0.0108417173962714,0.0454735741279842,0.1009013076320767
BR,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,A,0.1155109822806199,0.2237620131895601,0.1116566867252336,0.2669266694630547,0.1697863444124885,0.1653174878416445,0.1503294307941175,0.1913497426214927,0.3594003519459853,0.0756636276694041,0.4334325431043118,0.0219648765283125,0.3796895153285729,0.1299916664772848,0.1520315609378172,0.1193186617888929,0.199974371836953,0.4420524756335725,0.0666019989388881,0.2905809620110978,0.3080106462995896
CA,B,0.0035423506125201,0.1915455428376923,0.0049602819590301,0.2576573463511887,0.0715156812792504,0.0047811316922912,0.010118114793263,0.1629992372246832,0.2970250760917151,0.0026616067240328,0.3444859112632344,7.113089519974021e-05,0.3523713516417084,0.0898766262391807,0.0204736437542283,0.0035351086334684,0.0330677356399651,0.3576986027693757,0.036894316283213,0.2480521813133189,0.2276504721426468
CA,C,0.103903136309784,0.2427877129140952,0.1278162895285307,0.4515500008173221,0.2013027063902437,0.2216995836309607,0.2454752174704869,0.216025287940067,0.3918267251873151,0.0753399568560581,0.5340031811632879,0.0872461566459656,0.4321413185542078,0.246546057506047,0.1832788364824232,0.0958359755436644,0.2448525617958057,0.5389837043265154,0.0899282498937977,0.5014977717244042,0.3481426205896387
CA,D,0.02311667659676,0.1376829906314205,0.0075017251403236,0.4204273028942881,0.0690152311852727,0.0236470229957503,0.0262950253731041,0.0872552501956582,0.2648324991308961,0.002825080259675,0.4659417992535247,4.665478828487087e-05,0.4253465611848205,0.0873035125632182,0.0342234066917256,0.0188485654544633,0.0398018943549234,0.4738242147460435,0.0322487450323477,0.4131694760515526,0.1461902271280198
